Vernier Format 2
Mittaus1_50g.cmbl 14.2.2025 11:04:17 ,
Latest
Time	Pressure	Position	Velocity	Acceleration	Volume
t	Pres	x	v	acc	Volume
s	kPa	m	m/s	m/s²	m³

0,05	0,458112098277	-0,0012005	0,000381111111111	0,0119732407407	-9,95906960511E-007
0,1	0,458112098277	-0,0012005	0,000905138888889	0,00978185185185	-9,95906960511E-007
0,15	0,458112098277	-0,0012005	0,00211516666667	-0,000555787037036	-9,95906960511E-007
0,2	0,458112098277	-0,0008575	0,00123861111111	-0,016848287037	-7,11362114651E-007
0,25	0,458112098277	-0,001029	-0,000571666666667	-0,0160437191358	-8,53634537581E-007
0,3	0,458112098277	-0,001029	-0,000571666666667	-0,0095912962963	-8,53634537581E-007
0,35	0,458112098277	-0,001029	-0,00133388888889	-0,00481682098766	-8,53634537581E-007
0,4	0,458112098277	-0,0012005	-0,00133388888889	0,00481682098766	-9,95906960511E-007
0,45	0,458112098277	-0,0012005	-0,000571666666667	0,00952777777778	-9,95906960511E-007
0,5	0,458112098277	-0,0012005	-0,000571666666667	0,0155091049383	-9,95906960511E-007
0,55	0,458112098277	-0,001372	0,00123861111111	0,014450462963	-1,13817938344E-006
0,6	0,458112098277	-0,001029	0,00200083333333	-0,00598132716049	-8,53634537581E-007
0,65	0,458112098277	-0,001029	0,000285833333333	-0,019637808642	-8,53634537581E-007
0,7	0,458112098277	-0,001029	-0,00104805555556	-0,0140270061728	-8,53634537581E-007
0,75	0,458112098277	-0,0012005	-0,00133388888889	-0,00232901234568	-9,95906960511E-007
0,8	0,458112098277	-0,0012005	-0,000762222222222	0,0029112654321	-9,95906960511E-007
0,85	0,458112098277	-0,0012005	-0,00114333333333	0,00899845679012	-9,95906960511E-007
0,9	0,458112098277	-0,001372	-0,000476388888889	0,0222314814815	-1,13817938344E-006
0,95	0,458112098277	-0,001372	0,00209611111111	0,0161442901235	-1,13817938344E-006
1	0,458112098277	-0,001029	0,00228666666667	-0,0099512345679	-8,53634537581E-007
1,05	0,458112098277	-0,001029	0,000381111111111	-0,0239782407407	-8,53634537581E-007
1,1	0,458112098277	-0,001029	-0,00114333333333	-0,0183145061728	-8,53634537581E-007
1,15	0,458112098277	-0,0012005	-0,00161972222222	-0,00603425925926	-9,95906960511E-007
1,2	0,458112098277	-0,0012005	-0,00161972222222	0,0056637345679	-9,95906960511E-007
1,25	0,458112098277	-0,001372	-0,00114333333333	0,0168853395062	-1,13817938344E-006
1,3	0,458112098277	-0,001372	0,000285833333333	0,0211199074074	-1,13817938344E-006
1,35	0,458112098277	-0,001372	0,00200083333333	0,00661651234568	-1,13817938344E-006
1,4	0,458112098277	-0,001029	0,00123861111111	-0,0129683641975	-8,53634537581E-007
1,45	0,458112098277	-0,0012005	-0,000476388888889	-0,0125978395062	-9,95906960511E-007
1,5	0,400848085992	-0,0012005	-0,000285833333333	-0,00598132716049	-9,95906960511E-007
1,55	0,458112098277	-0,0012005	-0,000476388888889	-0,0071987654321	-9,95906960511E-007
1,6	0,458112098277	-0,0012005	-0,00123861111111	-0,00481682098765	-9,95906960511E-007
1,65	0,458112098277	-0,001372	-0,00133388888889	0,00402283950617	-1,13817938344E-006
1,7	0,458112098277	-0,001372	-0,000571666666667	0,00931604938272	-1,13817938344E-006
1,75	0,458112098277	-0,001372	-0,000571666666666	0,0154561728395	-1,13817938344E-006
1,8	0,458112098277	-0,0015435	0,00123861111111	0,014450462963	-1,28045180637E-006
