Vernier Format 2
Mittaus2_100g.cmbl 14.2.2025 11:06:54 ,
Latest
Time	Pressure	Position	Velocity	Acceleration	Volume
t	Pres	x	v	acc	Volume
s	kPa	m	m/s	m/s²	m³

0,05	0,458112098277	-0,001029	-0,000190555555556	-0,00816212962963	-8,53634537581E-007
0,1	0,458112098277	-0,001029	-0,000524027777778	-0,00835268518518	-8,53634537581E-007
0,15	0,458112098277	-0,001029	-0,00125766666667	-0,00576430555556	-8,53634537581E-007
0,2	0,458112098277	-0,0012005	-0,00133388888889	0,000651064814812	-9,95906960511E-007
0,25	0,458112098277	-0,0012005	-0,000762222222222	0,00085220679012	-9,95906960511E-007
0,3	0,458112098277	-0,0012005	-0,00133388888889	0,00339824074074	-9,95906960511E-007
0,35	0,458112098277	-0,001372	-0,00104805555556	0,015562037037	-1,13817938344E-006
0,4	0,458112098277	-0,001372	0,000381111111111	0,0225490740741	-1,13817938344E-006
0,45	0,458112098277	-0,001372	0,00228666666667	0,00963364197531	-1,13817938344E-006
0,5	0,458112098277	-0,001029	0,00209611111111	-0,0161972222222	-8,53634537581E-007
0,55	0,458112098277	-0,001029	-0,000476388888889	-0,0222314814815	-8,53634537581E-007
0,6	0,458112098277	-0,0012005	-0,00114333333333	-0,00899845679013	-9,95906960511E-007
0,65	0,458112098277	-0,0012005	-0,000762222222222	-0,0029112654321	-9,95906960511E-007
0,7	0,458112098277	-0,0012005	-0,00133388888889	0,00232901234568	-9,95906960511E-007
0,75	0,458112098277	-0,001372	-0,00104805555556	0,0140270061728	-1,13817938344E-006
0,8	0,458112098277	-0,001372	0,000285833333333	0,0196907407407	-1,13817938344E-006
0,85	0,458112098277	-0,001372	0,00200083333333	0,00629891975309	-1,13817938344E-006
0,9	0,458112098277	-0,001029	0,00123861111111	-0,0130212962963	-8,53634537581E-007
0,95	0,458112098277	-0,0012005	-0,000476388888889	-0,0125978395062	-9,95906960511E-007
1	0,458112098277	-0,0012005	-0,000285833333333	-0,0058225308642	-9,95906960511E-007
1,05	0,458112098277	-0,0012005	-0,000476388888889	-0,00624598765432	-9,95906960511E-007
1,1	0,458112098277	-0,0012005	-0,00123861111111	-0,000529320987656	-9,95906960511E-007
1,15	0,458112098277	-0,001372	-0,00104805555556	0,0125978395062	-1,13817938344E-006
1,2	0,458112098277	-0,001372	0,000285833333333	0,0193202160494	-1,13817938344E-006
1,25	0,458112098277	-0,001372	0,00200083333333	0,00592839506173	-1,13817938344E-006
1,3	0,458112098277	-0,001029	0,00123861111111	-0,014450462963	-8,53634537581E-007
1,35	0,458112098277	-0,0012005	-0,000571666666666	-0,0154561728395	-9,95906960511E-007
1,4	0,458112098277	-0,0012005	-0,000571666666667	-0,00915725308642	-9,95906960511E-007
1,45	0,458112098277	-0,0012005	-0,00133388888889	-0,00301712962963	-9,95906960511E-007
1,5	0,458112098277	-0,001372	-0,00123861111111	0,00942191358025	-1,13817938344E-006
1,55	0,458112098277	-0,001372	-0,000190555555556	0,0172029320988	-1,13817938344E-006
1,6	0,458112098277	-0,001372	0,000666944444444	0,0188967592593	-1,13817938344E-006
1,65	0,458112098277	-0,001372	0,00238194444444	0,00672237654321	-1,13817938344E-006
1,7	0,458112098277	-0,001029	0,00209611111111	-0,0176263888889	-8,53634537581E-007
1,75	0,458112098277	-0,001029	-0,000476388888889	-0,0225490740741	-8,53634537581E-007
1,8	0,458112098277	-0,0012005	-0,00114333333333	-0,00905138888889	-9,95906960511E-007
